"Season","TeamID","Score","FGM","FGA","FGM3","FGA3","FTM","FTA","OR","DR","Ast","TO","Stl","Blk","PF"
2003,1104,11.3752725416504,4.97759530561244,6.65584439047853,2.14673370692911,3.8845781096468,5.16192819065731,6.35335182128925,3.635509760258,4.95855841826045,3.42473881906869,3.38687163484232,2.62945263582008,1.98805959477601,4.05044252595746
2003,1272,8.72443485543895,4.60509463005095,7.29970645202355,3.32737562824346,5.55447718050659,7.55211776646926,10.7349390429642,4.93479652556906,3.83110165637481,4.75404934994105,4.03891171997772,3.15565018321387,3.16149867809962,4.33964426137338
2003,1266,12.1543751784629,5.41846734416554,7.27056470372908,1.91208908162895,4.23936578065897,6.45241023832164,8.10276260942908,3.55214370032025,3.59967664626588,4.80781440626397,4.3667817748066,2.50924217569694,1.28277147048983,4.22702316858151
2003,1296,11.8537685128819,4.60107514317233,8.10323179918962,2.96865343646012,5.81248193429959,5.48742452859165,8.15547840147893,5.01331560280553,5.02360021695447,3.52502573772347,3.9327683210007,3.74768745899689,2.23125404731418,3.46813451141205
2003,1400,10.0063471920069,5.06988202068881,8.58262055909357,2.50502141211054,5.62637402383495,5.73488351136175,7.33008586103592,3.82054457460724,4.27494237097207,4.59871157479442,3.13201593379149,3.95660990050345,1.48359637403783,5.34868821380211
2003,1458,10.8788672983257,4.46800337815362,6.39946888190288,2.32463779688353,4.39491421258261,5.72910639616007,6.80118795766357,3.59665964349325,4.51652684906501,2.95324819086498,3.47049491792878,3.14509548595326,1.98330470098415,3.39189122885366
2003,1161,12.2333630868128,4.86082155678405,7.63544366752843,2.1559860533104,3.19140368353243,7.32967515862978,9.33267649577079,3.36718443725359,5.97542861445409,5.55691554235149,4.64411628751413,2.33907339940757,2.43088366696122,3.80275157487705
2003,1186,10.4179884218894,3.90370545202345,6.21851676357926,1.89177634354332,4.12549444715388,7.83590950895378,9.13419386355172,2.9930132105986,5.89627084284777,4.39463398723641,4.61737988954071,3.24151032121781,1.57880044256341,3.99661186556074
2003,1194,9.90697472229278,4.26708064231006,6.07948303395231,2.50185116648838,4.18789464271268,5.4406929339138,6.36250591209796,4.38658924931036,5.48658036508754,4.09815468166732,3.9821539218807,3.62603752712905,2.51717745424957,4.85164524037584
2003,1166,12.2628256914707,5.28254702111614,5.06884422903109,3.02577312935108,4.29477307404894,5.26045135752138,6.6777842904891,2.76990044673965,3.45013174979001,5.08953918256939,3.33371209969253,2.81668459739676,2.22332674570829,3.11521194376008
2003,1202,10.0091888998991,3.08177781440429,7.14920352984241,2.62945263582008,4.74801545844691,4.86375211704756,6.03111421085181,4.08296888558251,5.01360582677212,2.60849243898325,4.99669202742487,3.11422746414142,1.61793846227997,4.12294521533785
2003,1237,12.3497420633897,4.51476073741777,7.46578215767152,3.0900464554395,5.41121520547834,5.46395815409282,7.13803985021279,5.00604473321681,3.76194334645479,3.96557769456266,4.47472742006382,2.86736363120348,1.6546610607029,3.65980234791531
2003,1323,12.8227787906514,4.56588565646984,7.8374617352567,2.69806780724153,5.35231836010873,8.30882417311769,9.32772488943061,4.33341604552989,5.25827560761048,4.86041725718878,3.2630218859145,3.24385274714517,3.63820823205393,3.78338188590891
2003,1125,11.9551078278116,4.80354807138162,9.04975956300211,2.94459418606961,6.16216051577872,6.57637265129321,7.82649143958953,4.38416462634553,5.67786009321252,4.65346772899113,4.64222624936189,3.75083764895031,1.58364658555389,3.62311801173853
2003,1156,9.19326340066589,3.56564063016007,4.96423993788773,2.05694785611075,3.57529839603489,4.94754089619684,6.42588157554965,3.39048702974227,5.05145933164965,3.94560718926175,3.86570538982467,2.89986127294029,2.0956989342433,3.53049115791159
2003,1183,10.5632386407773,3.68663394457191,5.98355329657137,2.92657048690354,3.94455622466252,6.1844445585157,7.58025840326815,3.70524438854389,4.51921236757916,3.98807746975431,2.98740743364597,2.87182076344512,1.47778971232799,3.93666794349669
2003,1314,8.9374506540483,4.28225426766128,7.13436707412697,2.60717836602294,6.32168566740069,4.33291974866684,5.76837876256293,4.21020266158446,4.99636964979768,4.31380006116903,3.47340123352202,2.974183270922,2.26384628453435,3.43605174770451
2003,1353,11.8983792413685,4.17158439949576,6.79830355433848,2.42233871861985,4.99245462419071,5.42773594239048,6.26825376727883,3.97528741764794,4.01122762878736,3.87298334620742,4.27060829836866,3.3038377556024,2.4438130497692,3.61562599320662
2003,1390,10.0497686273051,3.48853729708001,5.71246514777256,2.58115586344526,4.52899856005599,5.40051769720732,7.13073010483197,4.17905684682947,4.10480966252899,3.97113239178931,3.26993472691422,2.58032256048135,1.90697643923173,4.54511435677135
2003,1426,10.466606782996,4.470543030299,7.53699328686631,1.5779824111911,4.22986263272673,6.68736104310196,8.79021082044147,4.25303645508936,5.65231969625905,3.61620285339789,5.07156758022583,2.48585743345977,1.72049817207516,4.18176750754743
2003,1462,13.5103621364296,4.52121436235275,6.905270351021,2.92059669544962,5.25674170312118,7.26541168114731,8.2398666432686,3.90343202953445,4.62936653147692,5.13003327272936,3.86392094348102,3.02556159886156,2.1088211011799,3.48081771341491
2003,1196,11.8359757764472,4.68995724124764,6.44913931075011,2.66316975018108,4.82867777266801,5.26971464816818,6.41319204905518,3.48730416261339,3.82071321383398,5.57837606924206,3.93850580258418,3.22190086149315,2.7368453702475,4.42232848704298
2003,1242,12.191951368051,5.37993291416534,6.50808515723274,2.10745802101604,4.71046767817448,5.62588434938399,7.91216145250934,4.76445169982864,4.77312880830694,5.3364933167334,3.82685609687729,4.01491472261679,2.50998007960223,4.00129289450125
2003,1422,9.37088534043033,3.15620661738743,6.56781876929041,1.86693592162391,4.03424494486047,4.88708480421589,5.38123331195294,3.95811402901264,4.88857322213221,2.89772762640408,4.10381162351171,3.02437190120947,2.68520342996903,4.67049162974221
2003,1304,8.77299932984035,3.30509384438582,5.41572241359209,1.95516242254248,4.92730404208556,5.31495705278099,8.40698161657784,3.62904267526799,3.93230901471287,2.96863737795195,3.39552008538402,2.34363197568185,1.85894190996667,3.42549122722322
2003,1113,11.9686577556928,4.64742102326523,6.35466548285705,1.60356745147455,3.90528251565666,5.9796452767257,9.16662934758786,4.89243912492869,4.53638818158126,3.8875828599029,3.39116499156263,2.14441650979647,2.93568162459508,3.24606620585716
2003,1116,10.7400747832222,3.62147475002648,6.95183733469378,2.08927723509336,3.54263525504173,6.13990331344173,8.77888279160754,5.13868510964475,6.63005821676341,2.89384495513126,4.00049600099391,2.31712054478131,1.89506460081704,4.54547859541497
2003,1117,11.9877501578133,4.55867727104458,7.22644715344535,2.97890015842192,5.5132009409584,5.78977879210756,7.22868218652931,4.32185857455581,3.94032407882319,3.74083495410398,3.40067866529835,3.69531928463355,1.29436649191201,4.11993278511266
2003,1120,14.4134754955933,5.92568925134016,6.04665766895375,2.48420296429581,5.66497608317886,6.31873696094474,8.43201343539683,3.18328970301689,5.56889968289616,5.0555534503806,4.69298816651337,3.28511096052911,2.59287263585143,3.92589399731589
2003,1122,11.964096336105,4.71767000291566,7.26385109728529,2.49615088301353,5.18160234377387,6.83463610679096,8.84916336766885,3.10270537221642,3.97427626051232,3.79533376721447,4.44048969348525,2.5035587206627,2.41788209930796,3.94188553086737
2003,1123,14.1229820041539,5.6807802604762,7.0697672659998,2.65853645676602,3.30447276125633,5.82464048518097,7.07464308022982,3.4046958781936,5.07823844921902,4.33708944196292,3.6301736762227,2.17192112640177,1.29721186422637,5.45662099139002
2003,1133,12.4960092151622,4.65139419747408,8.09883528693639,2.36664007015745,4.46938132834155,6.00369344448644,7.1540060774132,3.3487737627803,4.92555415601558,4.86669590831803,5.14135172274236,3.23580644503865,1.44181057493353,3.80108877324234
2003,1139,7.79888838864374,3.26158412960371,5.5951245490348,2.5721126621511,4.68069086728379,5.30823321845205,6.29958165785947,2.84189279878798,4.24612254300866,3.68861916305401,4.18771367368972,2.86949301232522,1.43238407486646,4.41532262599525
2003,1140,9.98278087400974,3.84260216492021,6.52670280174956,2.71316979243479,3.75714373324445,5.12132375360583,6.37754798332164,3.76600527069795,4.61717224823728,4.26438110826872,4.19497907770296,2.68247999521547,1.65067597753033,3.71280840288846
2003,1141,13.1020060134452,5.08789735621594,5.72652629857542,3.03631550117245,4.7504212932175,6.1753921317027,7.3147061532487,3.47970895108146,4.37441058661571,4.95993802599134,3.24758341379504,2.94405972845815,2.34520787991171,4.81428498340905
2003,1148,10.2973644339566,3.72607003203078,6.73329797256156,2.24786789044865,5.25374645865708,5.93204462551939,6.91779011721374,3.42647643224651,4.72455591261534,3.28275113684468,3.5950804128146,2.83309989701299,1.02611405453295,3.543195281696
2003,1150,13.4286107325701,4.61417819271088,7.14504892481017,3.16772517094218,5.57373326084539,3.42333343725967,4.64954047202358,3.93042947552414,3.64394362238945,4.89621347614061,4.24176977657185,4.25626168683248,1.76235959158432,2.93106345972347
2003,1151,11.4602487576536,5.23874454850057,8.72386497521713,2.11663854499504,4.94132236012453,4.94573730199224,6.98524522072424,4.03997878353694,3.8770795751114,4.76136901748173,5.6534626744713,2.9277002188456,2.24521831700289,3.71611676478603
2003,1157,11.1411227165226,4.07261020061506,7.00560215388096,2.48719799094359,3.67130243080865,6.15842137614453,7.22314655491955,4.82445692439933,4.3938768583284,3.29007832499705,5.90384490102718,2.43815819515785,0.856648208920181,4.25223922910488
2003,1158,12.1956545600383,4.04530987931758,6.41138918878345,3.47368715676213,5.38104683352882,5.79578579701891,7.43030010200876,3.47793891741941,4.66698919833118,3.71854624912701,4.36652063582141,2.37961374520208,2.41148728712398,4.05260969255578
2003,1160,14.179494508484,5.31299886968248,7.2313534776195,1.90584838445143,3.37607012106763,5.73350837442223,7.61111241922392,4.61787084951449,4.94963884856085,4.65959525677813,4.25832517937902,2.82538416837865,2.8583023760824,3.08969845763948
2003,1165,9.53277746272544,3.74104057922186,7.68535070017077,2.70270519750405,6.0674414833475,5.55697759577992,8.58164409566229,4.06712901953435,4.47832386227086,4.34440400444597,3.8908175925455,2.66487119042149,1.45125940002256,4.06883086591033
2003,1179,9.27212069713408,3.53422420634865,6.62446963036271,1.75292650238147,4.74313762159127,7.02565216615428,8.64251824951048,3.26173096513015,3.60390000389789,3.3038377556024,4.41662923014982,2.75330489243161,1.61793846227997,3.66215451085501
