"Season","TeamID","Score","FGM","FGA","FGM3","FGA3","FTM","FTA","OR","DR","AST","TO","STL","BLK","PF","Wins","Losses"
2017,1124,71.6129032258064,25.7741935483871,55.2258064516129,6.61290322580645,18.7096774193548,13.4516129032258,18.9032258064516,12.6774193548387,24.9354838709677,15.4838709677419,13.4193548387097,5.12903225806452,4.87096774193548,17.6774193548387,24,7
2017,1130,72.5,26.34375,58.75,8,21.375,11.8125,17.375,9.125,25.78125,14.78125,14.59375,5.59375,2.71875,18.65625,9,23
2017,1143,68.1818181818182,23.9090909090909,56.2727272727273,6.63636363636364,19.5454545454545,13.7272727272727,20.6969696969697,11.5454545454545,27.5454545454545,12.1515151515152,12.5757575757576,4.87878787878788,4.60606060606061,19.030303030303,21,12
2017,1144,68.8709677419355,23.3225806451613,53.0322580645161,7.19354838709677,20.5161290322581,15.0322580645161,20.0967741935484,7.80645161290323,24.1935483870968,10.4838709677419,12.8387096774194,6.29032258064516,3.74193548387097,18.3225806451613,14,17
2017,1152,62.4827586206897,22.1379310344828,59.7586206896552,6.44827586206897,21.2068965517241,11.7586206896552,16.5862068965517,10.5172413793103,24.0344827586207,10.1379310344828,13.8275862068966,6.24137931034483,2.03448275862069,19.3103448275862,3,26
2017,1166,81.5454545454545,30.6666666666667,60.3636363636364,8.6969696969697,21.6969696969697,11.5151515151515,16.8484848484848,7.93939393939394,26.3333333333333,17.2424242424242,12.4848484848485,6.15151515151515,2.93939393939394,16.6363636363636,24,9
2017,1173,75.9666666666667,25.6333333333333,54.8333333333333,8.13333333333333,21.0333333333333,16.5666666666667,23.9666666666667,8.56666666666667,25.9,15.7333333333333,11.9,7.4,3.8,18.8,23,7
2017,1176,75.8333333333333,27.0666666666667,56.1666666666667,7.43333333333333,18.5,14.2666666666667,19.4333333333333,9.1,26.1666666666667,15.0666666666667,13.4666666666667,5,2.13333333333333,20.1,16,14
2017,1184,70.1724137931034,23.8620689655172,55.9310344827586,7.55172413793103,23.3793103448276,14.8965517241379,20.9310344827586,8.75862068965517,23.1724137931034,13.2758620689655,14.1724137931034,5.72413793103448,3.62068965517241,19.7241379310345,10,19
2017,1216,66.75,22.8125,56.6875,8.21875,24.28125,12.90625,18.46875,9.125,23.5625,11.46875,14.4375,7.125,3.6875,18.875,9,23
2017,1217,71.6923076923077,25,55.6538461538462,8.19230769230769,22.8461538461538,13.5,17.9615384615385,9.84615384615385,25.4230769230769,14.1153846153846,13.3461538461538,6.15384615384615,4.61538461538461,19.1538461538462,16,10
2017,1228,70.4838709677419,25.1935483870968,56.741935483871,7.2258064516129,20.0645161290323,12.8709677419355,18.7096774193548,9.70967741935484,24.6774193548387,12.8064516129032,12.6129032258065,5.25806451612903,2.16129032258065,18.258064516129,17,14
2017,1237,77,27.2333333333333,61.2333333333333,8.7,23,13.8333333333333,20.3333333333333,11.0333333333333,22.7,13.6,12.1333333333333,6.9,2.56666666666667,20.8,12,18
2017,1243,71.7272727272727,24.7575757575758,54,7.09090909090909,19.6666666666667,15.1212121212121,21.9393939393939,9.51515151515152,23.2424242424242,14.969696969697,13.0606060606061,7.81818181818182,3.78787878787879,17.7272727272727,20,13
2017,1250,75.4516129032258,26.7096774193548,55.6774193548387,8.32258064516129,21.2258064516129,13.7096774193548,17.8064516129032,7.12903225806452,26.7741935483871,14.4516129032258,14.0322580645161,6.7741935483871,3.09677419354839,17.0967741935484,19,12
2017,1257,77.53125,27.90625,61.28125,7.125,19.875,14.59375,21.3125,13.3125,26.375,13.59375,11.15625,6.75,5.46875,19.46875,24,8
2017,1268,73.5483870967742,25.0967741935484,55.6129032258064,8.32258064516129,22.6774193548387,15.0322580645161,21.4516129032258,10.3870967741935,25,14.2258064516129,13,5.19354838709677,4.64516129032258,18.6129032258065,23,8
2017,1276,74.8,26.2857142857143,54.4285714285714,9.37142857142857,24.5714285714286,12.8571428571429,16.6,7.51428571428571,21.8857142857143,13.8,9.42857142857143,5.94285714285714,2.77142857142857,15.1142857142857,24,11
2017,1278,75.2727272727273,26.1515151515152,60.1818181818182,6.15151515151515,17.8787878787879,16.8181818181818,23.7878787878788,11.3333333333333,28.5757575757576,14.9090909090909,11.6666666666667,5.72727272727273,6.78787878787879,16.8787878787879,24,9
2017,1292,74.2121212121212,27.9393939393939,57.3333333333333,6.42424242424242,17.3636363636364,11.9090909090909,17,9.6969696969697,25.4242424242424,15.030303030303,10.3636363636364,6.93939393939394,2.84848484848485,18.2727272727273,29,4
2017,1306,69.2413793103448,23.8965517241379,55.3448275862069,7.82758620689655,22.8965517241379,13.6206896551724,18.8620689655172,9.41379310344828,27.7241379310345,11.7931034482759,12.3448275862069,3.75862068965517,1.86206896551724,16.0344827586207,17,12
2017,1326,72.78125,25.84375,55.8125,6.59375,18.5,14.5,21.25,10.125,27.125,13.5625,13.21875,5.1875,3.78125,17.5625,17,15
2017,1330,64.4516129032258,23.4516129032258,56.9354838709677,5.06451612903226,15.6451612903226,12.4838709677419,19.4193548387097,13.2903225806452,25.0967741935484,13.6129032258065,11.2258064516129,6.32258064516129,4.58064516129032,18.2903225806452,19,12
2017,1336,71.7272727272727,25,60.3333333333333,6.96969696969697,20.5757575757576,14.7575757575758,19.8181818181818,10,25.4242424242424,13.6969696969697,13.030303030303,6.81818181818182,5.51515151515152,18.0606060606061,15,18
2017,1345,80.125,27.9375,58.25,9,22.15625,15.25,19.96875,9.84375,28.09375,18.125,13.09375,5.21875,2.5,15.75,25,7
2017,1353,64.90625,24.375,59.625,4.53125,15,11.625,18.59375,14.53125,25.28125,10.78125,13.3125,6.375,4.65625,17.65625,14,18
2017,1356,67.96875,24.34375,56.65625,5.375,17.03125,13.90625,20.03125,10.5,22.9375,11.34375,11.84375,6.84375,3.84375,17.90625,16,16
2017,1373,74.9705882352941,26.4411764705882,58.5,5.47058823529412,16.7058823529412,16.6176470588235,23.3823529411765,12.6470588235294,25.1176470588235,13.5294117647059,14,5.85294117647059,4.11764705882353,19.6470588235294,17,17
2017,1392,69.2258064516129,23.6129032258065,58,7.90322580645161,23.7096774193548,14.0967741935484,19.5161290322581,10.8064516129032,23.5161290322581,12.1935483870968,10.258064516129,5.35483870967742,3.2258064516129,19.3548387096774,18,13
2017,1398,69.8928571428571,24.4642857142857,55.9642857142857,5.57142857142857,16.8571428571429,15.3928571428571,22.1071428571429,12.1071428571429,25.0357142857143,11.1071428571429,15.1428571428571,6.42857142857143,3.53571428571429,21.5357142857143,15,13
2017,1403,73.3125,26.09375,55.59375,6.625,17.96875,14.5,19.78125,9.34375,23.625,13.96875,11.0625,5.28125,3.125,17.53125,18,14
2017,1426,76.2903225806452,26.8064516129032,59.3225806451613,8.19354838709677,24.9032258064516,14.4838709677419,20.9677419354839,12.0322580645161,26.6774193548387,15.0967741935484,13.3548387096774,7.03225806451613,2.09677419354839,18.9032258064516,23,8
2017,1430,76,25.6428571428571,58.9285714285714,8.60714285714286,26.7857142857143,16.1071428571429,22.7857142857143,8.46428571428571,30.1785714285714,15.0357142857143,15.7857142857143,5.92857142857143,3.64285714285714,20.0714285714286,12,16
2017,1463,73.1785714285714,26.0357142857143,56.5,7,19.7142857142857,14.1071428571429,19.1428571428571,10.4285714285714,25.75,15.25,13.25,5.42857142857143,4.28571428571429,15.8571428571429,17,11
2017,1153,74.4705882352941,26.9411764705882,59.2941176470588,7.41176470588235,21.5882352941176,13.1764705882353,19.2941176470588,12.4117647058824,24.7941176470588,15.8235294117647,10,7.47058823529412,5.08823529411765,15.9705882352941,29,5
2017,1199,82.4545454545455,29.7575757575758,61.5757575757576,6.87878787878788,19.3030303030303,16.0606060606061,23.2121212121212,11.7878787878788,25.9393939393939,14.6969696969697,11.8181818181818,7.36363636363636,5.09090909090909,19.4242424242424,25,8
2017,1238,64.0344827586207,22.1379310344828,57.551724137931,6.68965517241379,22.3448275862069,13.0689655172414,19.3448275862069,13.0344827586207,23.0344827586207,10.4137931034483,12.2758620689655,5.93103448275862,2.58620689655172,20.3793103448276,12,17
2017,1284,81.1515151515152,27.2424242424242,62.2424242424242,8.6969696969697,23.4848484848485,17.969696969697,23.7575757575758,11.1818181818182,27.5757575757576,12.4242424242424,12.5151515151515,6.96969696969697,4.60606060606061,20.5454545454545,27,6
2017,1310,74.1818181818182,25.6363636363636,61.6666666666667,7.39393939393939,20.2121212121212,15.5151515151515,20.6969696969697,11.7878787878788,26.4242424242424,12.6060606060606,12.969696969697,5.21212121212121,4.60606060606061,18.3030303030303,10,23
2017,1367,76.5714285714286,27.7857142857143,60.6428571428571,8.42857142857143,23.9285714285714,12.5714285714286,19.5714285714286,11.2857142857143,26.3214285714286,14.75,12.6428571428571,4.57142857142857,2.96428571428571,17.5,13,15
2017,1389,66.53125,23.0625,53.0625,8,20.875,12.40625,17.46875,8.4375,24.4375,12.0625,11.0625,6.96875,2.78125,16.15625,19,13
2017,1163,66.46875,23.125,54.59375,6.71875,19,13.5,18.84375,10.21875,26.34375,12.875,12.28125,4.40625,5.3125,17.5,15,17
2017,1454,66.4411764705882,24.2941176470588,55.5,7.79411764705882,22.3235294117647,10.0588235294118,15.2058823529412,8.23529411764706,22.9411764705882,13.2058823529412,12,4.67647058823529,1.47058823529412,18.1176470588235,10,24
2017,1123,78.28125,27,58.71875,9.03125,24.03125,15.25,21.09375,9.78125,27.6875,15.15625,14.875,5.875,3.53125,19.78125,20,12
2017,1177,68.9375,24.21875,56.375,5.75,17.625,14.75,20.0625,10.59375,22.40625,11.40625,14.09375,6.65625,2.875,19.8125,9,23
