"Season","TeamID","Score","FGM","FGA","FGM3","FGA3","FTM","FTA","OR","DR","AST","TO","STL","BLK","PF","Wins","Losses","STDV_Score","STDV_FGM","STDV_FGA","STDV_FGM3","STDV_FGA3","STDV_FTM","STDV_FTA","STDV_OR","STDV_DR","STDV_AST","STDV_TO","STDV_STL","STDV_BLK","STDV_PF","WinPerathome","WinPeratAway","WinPeratNeut","WinPerNotHome"
2015,1171,62.9642857142857,22.5,51.6428571428571,5.85714285714286,16.6785714285714,12.1071428571429,18.75,10.2857142857143,22.4285714285714,12.2857142857143,12.8214285714286,7.60714285714286,3.5,19.2142857142857,14,14,9.58193571589228,3.63623737154524,6.95069559915907,2.41468172451109,4.14598039541354,5.13044136224444,6.75839669788079,3.34284357614938,4.30700180523117,3.26436588881894,3.82054457460724,3.42473881906869,1.91485421551268,4.3915503282684,0.764705882352941,0.375,1,0.444444444444444
2015,1172,79.1666666666667,28.1333333333333,59.8666666666667,10.7333333333333,27.3333333333333,12.1666666666667,17.3333333333333,10.3666666666667,25.3333333333333,17.1333333333333,9.63333333333333,5.43333333333333,2.86666666666667,18.7,23,7,12.7389799118847,5.09044631424013,6.07273916116444,3.30029605080946,4.86602105621628,6.89369193580241,7.71176143094534,3.15663868950692,5.12824049501509,5.15105167255516,2.82212115545948,2.48697757755561,1.52526613468247,4.33231641471873,0.928571428571429,0.6,0.5,0.571428571428571
2015,1202,62.7096774193548,20.9032258064516,49.1612903225806,6.41935483870968,19.5161290322581,14.4838709677419,21.7096774193548,9.45161290322581,22.258064516129,9.83870967741935,13.3548387096774,5.19354838709677,2.87096774193548,18,9,22,10.2865399054204,4.82600482600724,5.76828555808135,2.56611500844353,4.938764810098,6.48007699409987,10.218263219638,3.44324178333364,5.88765794939144,4.03399532468369,3.03917079806071,2.91455376617313,1.83923780379937,4.80971239611407,0.65,0.3,0.666666666666667,0.347826086956522
2015,1214,67.1515151515152,22.8181818181818,55.969696969697,5.66666666666667,18.6363636363636,15.8484848484848,24.3030303030303,12.2424242424242,24.8484848484848,10.6060606060606,14.2121212121212,6.66666666666667,4.09090909090909,21.5454545454545,16,17,11.0824219265274,3.36762662581663,5.37054960225702,2.3139072294858,4.35759525009338,7.15507342782558,9.27862075042962,3.69991809901164,5.62428446627442,2.98893160196284,4.4212383429135,2.419538523493,2.56616976693423,4.61038846716649,0.722222222222222,0.333333333333333,1,0.4
2015,1228,69.46875,23.90625,57.4375,7.21875,20.21875,14.4375,18.1875,10.4375,23.875,11.84375,9.9375,6.3125,3.21875,17.375,19,13,15.6431668582432,5.99117294240506,6.89524146340864,3.28961587129032,5.33239869162571,5.46506500271232,6.46298393084205,3.4728207369468,5.58078500663863,4.85339505381409,3.51895787359398,3.06317882535921,1.71773247006327,3.39591785302827,0.8125,0.428571428571429,0.5,0.444444444444444
2015,1231,77.4848484848485,27.2424242424242,58.4848484848485,9.33333333333333,23.1515151515152,13.6666666666667,19.1212121212121,11.969696969697,24,14.030303030303,11.4848484848485,5.06060606060606,3.18181818181818,17.5757575757576,20,13,12.2349939010028,4.30864177431751,5.84765557788553,3.05845821725043,5.03190577789129,5.68807231552717,6.74887757222255,4.10399841987092,6.08276253029822,3.69530824564109,3.90609469388234,2.23522082157717,2.11326976292879,3.96098396101195,0.764705882352941,0.5,0.4,0.470588235294118
2015,1248,73.6451612903226,26.4516129032258,54.0645161290323,7.93548387096774,19.1612903225806,12.8064516129032,16.741935483871,8.19354838709677,22.0967741935484,15.3870967741935,10.9354838709677,5.45161290322581,2.58064516129032,15.8064516129032,19,12,11.8646488558709,4.27269399541959,6.2659688469859,3.22423617694659,4.768625058257,6.50855516398076,8.02067221594917,2.85679721411595,4.96222288032072,3.98059810710936,4.07378189459514,2.14225285898466,1.62837738354038,4.25377757480501,0.722222222222222,0.461538461538462,1,0.533333333333333
2015,1268,69.4848484848485,22.4545454545455,51.3030303030303,7.3030303030303,19.6060606060606,17.2727272727273,22.8181818181818,9.15151515151515,25.9090909090909,10.9090909090909,12.030303030303,4.84848484848485,4.21212121212121,16.5454545454545,27,6,9.36456489953355,4.47277115647356,6.01292799144502,2.39119280492039,4.6431360222604,6.10979095015087,7.75586288499926,3.61525597400457,5.74654046124512,2.51698773789768,3.58368567682812,2.67068825540829,2.38166926437079,3.83316863941333,0.928571428571429,0.6,0.666666666666667,0.615384615384615
2015,1270,67.4444444444444,24.5925925925926,59.8518518518519,6.33333333333333,20.037037037037,11.9259259259259,18.4814814814815,13.0740740740741,22.4444444444444,12.2222222222222,10.5925925925926,6.96296296296296,3.81481481481481,17.2222222222222,11,16,11.0812847538032,5.23493633242644,7.98413669387234,2.41788209930796,4.54449355290792,4.03757282311964,5.9638034480482,4.81125224324688,4.09815468166732,2.97855583660855,3.29637632349477,3.14375426571335,2.23670494318071,3.63035634332047,0.722222222222222,0.375,0.666666666666667,0.421052631578947
2015,1291,63.1,22.0666666666667,54.8333333333333,7.6,23.0333333333333,11.3666666666667,16.6666666666667,10.8333333333333,21.8,11.4,12.2333333333333,6.73333333333333,3.73333333333333,18.3,15,15,12.7829358238185,4.55565834852722,5.83144468604794,2.513412297915,4.95137273430541,6.78478690404742,8.28930899883464,3.93992239844227,4.80947341013116,3.61605614848076,4.13299034542815,3.06181525302853,2.16449935811133,4.76445169982864,0.764705882352941,0.352941176470588,1,0.421052631578947
2015,1293,78,27.3,57.0666666666667,7.43333333333333,19.5333333333333,15.9666666666667,22.9666666666667,12.0333333333333,24.6333333333333,15.2333333333333,11.3666666666667,7.03333333333333,3.5,18.5333333333333,25,5,11.1448147831951,3.79791231218343,6.03400326502222,2.63508598738628,4.39226069615506,5.92180851530628,7.14617492732679,3.51826106472221,5.78632950974988,4.72472099766189,3.38845233040134,2.52550211236107,2.01288949968224,3.91049281075781,0.928571428571429,0.857142857142857,0.4,0.666666666666667
2015,1301,70.3939393939394,24.8484848484848,56.8181818181818,6.63636363636364,18.3939393939394,14.0606060606061,20.5757575757576,12.1212121212121,25.7272727272727,11.6060606060606,10.5151515151515,3.96969696969697,5.3030303030303,17.6363636363636,20,13,11.7684413632907,4.79010185252629,8.85104000052588,2.44716905089051,5.35571770365206,6.12851630667751,8.76438211965875,4.92923406675403,5.84311949685658,3.25902011672406,3.27987435088233,1.74077655955698,2.96315761145151,4.03746657740177,0.684210526315789,0.545454545454545,0.5,0.533333333333333
2015,1308,67.9677419354839,23.5806451612903,50.8387096774194,4.67741935483871,12.8387096774194,16.1290322580645,22.8064516129032,12.3225806451613,22.7096774193548,11.7741935483871,13.8709677419355,6.32258064516129,3.64516129032258,16.1290322580645,21,10,11.3592366849413,4.70300750264046,9.16550334749288,1.85089341984159,3.79558317164876,6.65202693662551,8.44756120561317,5.86735088874126,3.93440845521574,3.77456114375658,4.17725536274614,2.6126244375365,1.90697643923173,5.58415577316077,0.866666666666667,0.428571428571429,1,0.5
2015,1315,67.0714285714286,23.3928571428571,54.4642857142857,6,18.1428571428571,14.2857142857143,21,8.64285714285714,23.0357142857143,11.75,12.2857142857143,5.92857142857143,2.96428571428571,21.4642857142857,6,22,10.5441876965414,4.09461512426663,7.52025483638904,2.24433443074713,5.03112008524636,5.56348640264187,7.693190832495,3.33571343598099,4.90262320454206,3.11061503981543,4.36193248760856,2.63773993366897,1.71014712074815,3.58476346507397,0.590909090909091,0.333333333333333,0.666666666666667,0.380952380952381
2015,1326,75.8181818181818,27.7575757575758,57.1515151515151,6.81818181818182,18.3333333333333,13.4848484848485,19.8787878787879,11.2727272727273,24.5757575757576,15.4242424242424,11.3030303030303,7.78787878787879,5.09090909090909,16.030303030303,23,10,14.0210880138065,5.79347856985714,6.13963156529574,2.31104069434294,3.43389962967275,5.82087414033114,7.59834511488182,4.14029533421777,5.80963802137396,5.35041063278268,3.1965298419228,3.02858853013223,2.2962419891482,4.62658654196623,0.866666666666667,0.5,0.5,0.5
2015,1336,66.8529411764706,23.3823529411765,55.6764705882353,6.67647058823529,19.9705882352941,13.4117647058824,19.2941176470588,10.4117647058824,24.9117647058824,9.88235294117647,12.1764705882353,6.05882352941176,4.05882352941176,20.3529411764706,18,16,11.6518495161906,4.32059694165793,7.32252890673829,2.14222467535849,4.83976767610236,5.24616828170129,6.92176808628296,3.25778923978176,4.55516787475516,3.35536391814255,3.52884725134868,1.96855856311142,3.23748103044016,4.45096076071275,0.684210526315789,0.428571428571429,0.5,0.444444444444444
