"Season","TeamID","Score","FGM","FGA","FGM3","FGA3","FTM","FTA","OR","DR","AST","TO","STL","BLK","PF"
2016,1143,75.1212121212121,26.2727272727273,57,7.06060606060606,19.1515151515152,15.5151515151515,23.6363636363636,11.3333333333333,28.6363636363636,12.969696969697,12.2121212121212,4.12121212121212,4.81818181818182,20.6666666666667
2016,1149,68.5185185185185,24.8518518518519,58.6666666666667,8.96296296296296,26.4814814814815,9.85185185185185,16.0740740740741,9.22222222222222,24.3333333333333,11.8518518518519,12.4444444444444,4.74074074074074,1.92592592592593,19.4444444444444
2016,1178,82.2413793103448,28.5862068965517,62.3103448275862,7.51724137931035,20.5862068965517,17.551724137931,25.2068965517241,12.2068965517241,24.8275862068966,12.6896551724138,13.448275862069,6.72413793103448,4.10344827586207,22.9310344827586
2016,1183,70.2142857142857,24.8214285714286,57.3571428571429,7.57142857142857,21.9642857142857,13,19.7857142857143,9.85714285714286,22.9642857142857,13.3214285714286,12.5,5.89285714285714,2.10714285714286,20.1428571428571
2016,1184,79.8666666666667,27.4333333333333,56.3666666666667,8.3,21.0333333333333,16.7,22.7333333333333,8.76666666666667,23.2333333333333,15.4666666666667,14.8333333333333,6.8,3.1,21.6333333333333
2016,1207,73.6363636363636,24.8484848484848,56.3030303030303,7.90909090909091,23.3333333333333,16.030303030303,21.3333333333333,9.57575757575758,26.2121212121212,14.9090909090909,13.3939393939394,5.45454545454545,4.42424242424242,22.8787878787879
2016,1228,72.1176470588235,25.3235294117647,58.6176470588235,8.14705882352941,22.4705882352941,13.3235294117647,17.8529411764706,7.58823529411765,24.0588235294118,13.5882352941176,10.5,5.85294117647059,1.91176470588235,17.2352941176471
2016,1231,82.28125,29.1875,58.25,9.875,23.8125,14.03125,19.40625,12.03125,25.34375,15.96875,13.65625,6.9375,3.96875,18.1875
2016,1257,74.9677419354839,27.9354838709677,59.5806451612903,6,17.2903225806452,13.0967741935484,18.9677419354839,13.3870967741935,24.7741935483871,13.5161290322581,11.3870967741935,7.16129032258065,4.80645161290323,19.258064516129
2016,1277,79.7647058823529,28.7941176470588,59.5294117647059,9.11764705882353,21.0294117647059,13.0588235294118,17.8823529411765,12.2941176470588,29.5588235294118,20.5588235294118,11.7941176470588,4.41176470588235,5.14705882352941,19.0882352941176
